(100, 10,0.5)&&8.7e-05&&1477&&24
(100, 10,0.5)&&6.9e-05&&1477&&24
(100, 10,0.5)&&6e-05&&1477&&24
(100, 10,0.5)&&6.1e-05&&1477&&24
(100, 10,0.5)&&9e-05&&1477&&24
(100, 10,0.5)&&5.5e-05&&1477&&24
(100, 10,0.5)&&5.4e-05&&1477&&24
(100, 10,0.5)&&6.4e-05&&1477&&24
(100, 10,0.5)&&6.3e-05&&1477&&24
(100, 10,0.5)&&5.8e-05&&1477&&24
(100, 10,0.5)&&6.5e-05&&1477&&24
(100, 10,0.5)&&5.8e-05&&1477&&24
(100, 10,0.5)&&5.5e-05&&1477&&24
(100, 10,0.5)&&6.1e-05&&1477&&24
(100, 10,0.5)&&7e-05&&1477&&24
(100, 10,0.5)&&6.6e-05&&1477&&24
(100, 10,0.5)&&8.4e-05&&1477&&24
(100, 10,0.5)&&5.6e-05&&1477&&24
(100, 10,0.5)&&5.7e-05&&1477&&24
(100, 10,0.5)&&7e-05&&1477&&24
(100, 20,0.5)&&0.000163&&2314&&50
(100, 20,0.5)&&0.000145&&2314&&50
(100, 20,0.5)&&0.00013&&2314&&50
(100, 20,0.5)&&0.000162&&2314&&50
(100, 20,0.5)&&0.000157&&2314&&50
(100, 20,0.5)&&0.000177&&2314&&50
(100, 20,0.5)&&0.000151&&2314&&50
(100, 20,0.5)&&0.00016&&2314&&50
(100, 20,0.5)&&0.000127&&2314&&50
(100, 20,0.5)&&0.000177&&2314&&50
(100, 20,0.5)&&0.000127&&2314&&50
(100, 20,0.5)&&0.000139&&2314&&50
(100, 20,0.5)&&0.000136&&2314&&50
(100, 20,0.5)&&0.000155&&2314&&50
(100, 20,0.5)&&0.000168&&2314&&50
(100, 20,0.5)&&0.000197&&2314&&50
(100, 20,0.5)&&0.00015&&2314&&50
(100, 20,0.5)&&0.000136&&2314&&50
(100, 20,0.5)&&0.000155&&2314&&50
(100, 20,0.5)&&0.000118&&2314&&50
(100, 50,0.5)&&0.000427&&2853&&22
(100, 50,0.5)&&0.000418&&2853&&22
(100, 50,0.5)&&0.000438&&2853&&22
(100, 50,0.5)&&0.000432&&2853&&22
(100, 50,0.5)&&0.000459&&2853&&22
(100, 50,0.5)&&0.000453&&2853&&22
(100, 50,0.5)&&0.000536&&2853&&22
(100, 50,0.5)&&0.000428&&2853&&22
(100, 50,0.5)&&0.000594&&2853&&22
(100, 50,0.5)&&0.000552&&2853&&22
(100, 50,0.5)&&0.000417&&2853&&22
(100, 50,0.5)&&0.000491&&2853&&22
(100, 50,0.5)&&0.000447&&2853&&22
(100, 50,0.5)&&0.000469&&2853&&22
(100, 50,0.5)&&0.000422&&2853&&22
(100, 50,0.5)&&0.00046&&2853&&22
(100, 50,0.5)&&0.000415&&2853&&22
(100, 50,0.5)&&0.000481&&2853&&22
(100, 50,0.5)&&0.000452&&2853&&22
(100, 50,0.5)&&0.000442&&2853&&22
(1000, 100,0.5)&&0.013006&&5511&&134
(1000, 100,0.5)&&0.011821&&5511&&134
(1000, 100,0.5)&&0.010959&&5511&&134
(1000, 100,0.5)&&0.012901&&5511&&134
(1000, 100,0.5)&&0.011898&&5511&&134
(1000, 100,0.5)&&0.013307&&5511&&134
(1000, 100,0.5)&&0.011419&&5511&&134
(1000, 100,0.5)&&0.011498&&5511&&134
(1000, 100,0.5)&&0.012488&&5511&&134
(1000, 100,0.5)&&0.01129&&5511&&134
(1000, 100,0.5)&&0.011544&&5511&&134
(1000, 100,0.5)&&0.012137&&5511&&134
(1000, 100,0.5)&&0.012085&&5511&&134
(1000, 100,0.5)&&0.011316&&5511&&134
(1000, 100,0.5)&&0.0116&&5511&&134
(1000, 100,0.5)&&0.010804&&5511&&134
(1000, 100,0.5)&&0.011005&&5511&&134
(1000, 100,0.5)&&0.010853&&5511&&134
(1000, 100,0.5)&&0.01094&&5511&&134
(1000, 100,0.5)&&0.011402&&5511&&134
(1000, 200,0.5)&&0.0385&&7039&&162
(1000, 200,0.5)&&0.033318&&7039&&162
(1000, 200,0.5)&&0.036544&&7039&&162
(1000, 200,0.5)&&0.035352&&7039&&162
(1000, 200,0.5)&&0.038766&&7039&&162
(1000, 200,0.5)&&0.034127&&7039&&162
(1000, 200,0.5)&&0.037036&&7039&&162
(1000, 200,0.5)&&0.033577&&7039&&162
(1000, 200,0.5)&&0.039312&&7039&&162
(1000, 200,0.5)&&0.037568&&7039&&162
(1000, 200,0.5)&&0.037015&&7039&&162
(1000, 200,0.5)&&0.038569&&7039&&162
(1000, 200,0.5)&&0.037613&&7039&&162
(1000, 200,0.5)&&0.037535&&7039&&162
(1000, 200,0.5)&&0.039698&&7039&&162
(1000, 200,0.5)&&0.034914&&7039&&162
(1000, 200,0.5)&&0.040094&&7039&&162
(1000, 200,0.5)&&0.040705&&7039&&162
(1000, 200,0.5)&&0.035894&&7039&&162
(1000, 200,0.5)&&0.040948&&7039&&162
(10000, 2000,0.5)&&11.1703&&26381&&382
(10000, 2000,0.5)&&11.1598&&29332&&310
(10000, 2000,0.5)&&9.8667&&24402&&452
(10000, 2000,0.5)&&11.4671&&25786&&426
(10000, 2000,0.5)&&11.6859&&26311&&321
(10000, 2000,0.5)&&10.115&&24961&&486
(10000, 2000,0.5)&&10.5636&&25629&&258
(10000, 2000,0.5)&&10.6013&&25792&&317
(10000, 2000,0.5)&&10.6874&&26271&&292
(10000, 2000,0.5)&&10.2973&&25104&&404
(10000, 2000,0.5)&&11.0021&&26553&&520
(10000, 2000,0.5)&&11.5678&&25901&&296
(10000, 2000,0.5)&&11.0479&&25393&&385
(10000, 2000,0.5)&&10.4911&&24365&&484
(10000, 2000,0.5)&&10.6274&&24197&&438
(10000, 2000,0.5)&&9.5315&&23648&&476
(10000, 2000,0.5)&&10.5792&&25449&&219
(10000, 2000,0.5)&&9.5873&&24779&&266
(10000, 2000,0.5)&&10.4524&&25573&&388
(10000, 2000,0.5)&&12.3019&&27128&&369
